DateOfStop	TimeOfStop	Violation	Location	Latitude	Longitude	Accident	Year	Make	Model
11/24/2025	14:09:00	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	SB I270 @ OL 4-95	39.004196	-77.15489833	No	2021	CHEVY	TRAVERSE
11/24/2025	14:00:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	355 @ N CAMPUS DR	39.10507433	-77.15678317	No	2024	TOYT	UT
11/24/2025	13:59:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / E GUDE DR	39.10571333	-77.15774183	No	2016	KIA	SORENTO
11/24/2025	13:57:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 84 MPH IN A POSTED 55 MPH ZONE	I270/I370 SOUTHBOUND	39.12047083	-77.19760467	No	2019	SUBARU	CROSSTREK
11/24/2025	13:56:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	WB 200 @MILE MARKER 5.5	39.12773633	-77.12040617	No	2019	VOLVO	S60
11/24/2025	13:50:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355 @ MANNAKEE ST	39.102983	-77.15740683	No	2017	VOLV	4S
11/24/2025	13:48:00	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	N/B MD 270 @ EXIT 11	39.14327533	-77.21367633	No	2016	JEEP	SUV
11/24/2025	13:44:00	RECKLESS DRIVING VEH. BY EXCEEDING POSTED SPEED LIMIT BY 30 MPH AND OVER	WB 200 @MILE MARKER 6.5	39.1267745	-77.11483733	No	2007	TOYOTA	COROLLA
11/24/2025	13:44:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	W GUDE DR@ GAITHER RD	39.10675133	-77.1669825	No	2024	HOND	UT
11/24/2025	13:44:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 69 MPH IN A POSTED 60 MPH ZONE	WB 200 @MILE MARKER 6.5	39.1267745	-77.11483733	No	2007	TOYOTA	COROLLA
11/24/2025	13:33:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07354717	-77.13394167	No	2013	LAND ROVER	RANGE ROVER
11/24/2025	13:31:00	RECKLESS DRIVING VEH.  BY EXCEEDING POSTED SPEED LIMIT BY 30 MPH AND OVER	WEST BOUND 200 AFTER LAYHILL RD	39.10892667	-77.05596	No	2015	TOYOTA	AVALON
11/24/2025	13:31:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	WEST BOUND 200 AFTER LAYHILL RD	39.10892667	-77.05596	No	2015	TOYOTA	AVALON
11/24/2025	13:24:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	355 @ MANNAKEE ST	39.10163367	-77.1548875	No	2023	TOYT	UT
11/24/2025	13:22:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	ROCKVILLE PIKE / TALBOTT ST	39.07178183	-77.1326285	No	2024	CHEVROLET	MALIBU
11/24/2025	13:17:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07222783	-77.13302917	No	2013	HYUN	SD
11/24/2025	13:13:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	W GUDE DR@ GAITHER RD	39.104272	-77.172793	No	2009	HONDA	FIT
11/24/2025	13:13:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	WEST BOUND 200 @NOTLEY RD OVERPASS	39.0877915	-77.02699567	No	2023	LINCOLN	AVIATOR
11/24/2025	13:12:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355 @ MANNAKEE ST	39.10207533	-77.15506083	No	2020	VOLK	4S
11/24/2025	13:05:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07316567	-77.133995	No	2025	FORD	ESCAPE
11/24/2025	12:51:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	355 @ N CAMPUS DR	39.105735	-77.15745667	No	2005	TOYT	PC
11/24/2025	12:46:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	MD 355 @ TALBOTT ST	0	0	No	2025	FORD	EXPEDITION
11/24/2025	12:44:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07208567	-77.1328675	No	2016	FORD	FUSION
11/24/2025	12:43:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	S/B MD 355 @ W DEER PARK	39.12897033	-77.18626233	No	2015	CHEVY	4DR
11/24/2025	12:43:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	355 @ MANNAKEE ST	39.09929717	-77.15405033	No	2022	NISSAN	ROGUE
11/24/2025	12:43:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	200 PRIOR TO NEW HAMPSHIRE AVE	39.087604	-77.009314	No	2024	TOYOTA	COROLLA CROSS
11/24/2025	12:41:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	METRO EXIT @ SHADY GROVE EXIT	39.12970683	-77.16173067	No	2015	TOYT	TK
11/24/2025	12:34:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	200/AFTER LAYHILL ROAD OVERPASS	39.08960067	-77.028101	No	2011	TOYOTA	TUNDRA
11/24/2025	12:33:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07413067	-77.13501117	No	2024	TOYOTA	RAV4
11/24/2025	12:27:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 69 MPH IN A POSTED 60 MPH ZONE	EAST 200 PRIOR TO LAYHILL RD	39.09618767	-77.03283533	No	2012	KIA	SEDONA
11/24/2025	12:25:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	N/B MD 355 @ SHADY GROVE RD	39.1216395	-77.1761415	No	2015	DODGE	SUV
11/24/2025	12:24:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07280783	-77.1336085	No	2019	TOYOTA	CAMRY
11/24/2025	12:22:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	SHADY GROVE RD @ BRIARDALE RD	39.13481167	-77.156735	No	2025	HONDA	ODYSSEY
11/24/2025	12:15:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE	SHADY GROVE RD @ BRIARDALE RD	39.1325	-77.15963	No	2008	TOYOTA	COROLLA
11/24/2025	12:09:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	SHADY GROVE RD @ BRIARDALE RD	39.134575	-77.15715	No	1994	MERZ	SD
11/24/2025	12:08:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 69 MPH IN A POSTED 60 MPH ZONE	EAST 200 PRIOR TO LAYHILL RD	39.10346	-77.04864117	No	2011	TOYOTA	SCION
11/24/2025	12:08:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.0729385	-77.13392867	No	2015	HYUN	4S
11/24/2025	12:03:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	355@ SHADY GROVE RD	39.12567233	-77.18226533	No	2005	INFI	CP
11/24/2025	11:57:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	EAST BOUND 200/GEORGIA AVE	39.11207733	-77.06030483	No	2023	KIA	SPORTAGE
11/24/2025	11:38:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	EAST BOUND 200 PRIOR TO GEORGIA AVE	39.11784417	-77.07282983	No	2022	TESLA	MODEL Y
11/24/2025	11:26:00	RECKLESS DRIVING VEH.  BY EXCEEDING POSTED SPEED LIMIT BY 30 MPH AND OVER	EAST BOUND 200 @MILE 6.8	39.12113367	-77.08364883	No	2023	KIA	FORTE
11/24/2025	11:18:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 69 MPH IN A POSTED 60 MPH ZONE	EAST BOUND 200 @MILE 6.4	39.12585867	-77.09910333	No	2021	MERCEDES	G WAGON
11/24/2025	11:18:00	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	NB MD 270 @ EXIT 5	39.07194417	-77.16161567	No	2011	BMW	4DR
11/24/2025	10:29:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07366133	-77.13448133	No	2012	TOYOTA	PRIUS
11/24/2025	10:16:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	GERMANTOWN RD @ CROWNSGATE WAY	39.15373	-77.28787167	No	2023	NISSAN	ROGUE
11/24/2025	10:16:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE / TALBOTT ST	39.07407067	-77.134736	No	2015	TOYOTA	SIENNA
11/24/2025	10:14:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	355/ REDLAND	39.11254667	-77.16215333	No	2019	NISS	PK
11/24/2025	10:04:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	355/ KING FARM	39.11592333	-77.16687	No	2021	LEXS	WG
11/24/2025	9:56:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.1625235	-77.274519	No	2013	VOLK	TIGUAN
11/24/2025	9:55:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	355@ MIDDLE LANE	39.083885	-77.14722117	No	2025	HONDA	4DR
11/24/2025	9:49:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 71 MPH IN A POSTED 35 MPH ZONE	NB 355 @ COLLEGE PKWY	39.19657333	-77.327075	No	2018	AUDI	UT
11/24/2025	9:48:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355 @ N CAMPUS DR	39.10472733	-77.15691783	No	2010	TOYT	SD
11/24/2025	9:48:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16594833	-77.27232033	No	2025	TOYT	COROLLA
11/24/2025	9:39:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 55 MPH IN A POSTED 35 MPH ZONE	NB 355 @ CAMPUS DR	39.19657333	-77.327075	No	2014	FORD	FOCUS
11/24/2025	9:38:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355@ W GUDE DR	39.11509583	-77.165251	No	2017	BMW	UT
11/24/2025	9:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19096833	-77.258575	No	2024	TESL	UT
11/24/2025	9:34:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.1661805	-77.27024933	No	2007	FORD	FUSION
11/24/2025	9:31:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355 @ N CAMPUS DR	39.10816367	-77.15904	No	2015	HOND	UT
11/24/2025	9:27:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19117167	-77.258625	No	2015	HYUN	4S
11/24/2025	9:25:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	NB 355 @ CAMPUS DR	39.19657333	-77.327075	No	2025	BMW	230I
11/24/2025	9:22:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19148167	-77.25879833	No	2020	JEEP	TK
11/24/2025	9:16:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	NB 355 @ COLLEGE PKWY	39.19657333	-77.327075	No	2007	HONDA	ODYSSEY
11/24/2025	9:12:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16128483	-77.27477883	No	2020	HOND	CIVIC
11/24/2025	9:02:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355 @ N CAMPUS DR	39.104498	-77.1566245	No	2023	BMW	SD
11/24/2025	8:55:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16565033	-77.27266883	No	2018	GMC	ACADIA
11/24/2025	8:50:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 35 MPH ZONE	NB 355 @ CAMPUS DR	39.19657333	-77.327075	No	2021	LEXUS	IS 300
11/24/2025	8:48:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19104667	-77.25845667	No	2017	MNNI	WG
11/24/2025	8:44:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.165054	-77.2732075	No	2025	HYUNDAI	ELANTRA
11/24/2025	8:42:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	HUNGERFORD DR/MANAKEE ST	39.09587233	-77.15335317	No	2023	TESLA	MODEL
11/24/2025	8:37:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 30 MPH ZONE	RT 355 @ BEALL AVE	0	0	No	2013	TOYT	HB
11/24/2025	8:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.191685	-77.25887833	No	2023	TOYT	SD
11/24/2025	8:21:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16604567	-77.271946	No	2015	TOYT	RAV4
11/24/2025	8:19:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	HUNGERFORD DR/COLLEGE PARKWAY	39.104577	-77.15664933	No	2023	TESLA	MODEL Y
11/24/2025	8:14:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19065167	-77.258305	No	2024	HONDA	ACCORD
11/24/2025	8:06:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	800 HUNGERFORD DR	39.09143233	-77.15377333	No	2023	FORD	MUSTANG MACH E
11/24/2025	8:05:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19093833	-77.25904833	No	2016	BMW	TK
11/24/2025	7:55:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	HUNGERFORD DR/MANAKEE ST	39.094178	-77.15371867	No	2015	BMW	528I
11/24/2025	7:53:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.1664885	-77.2720835	No	2019	HOND	PILOT
11/24/2025	7:52:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 51 MPH IN A POSTED 30 MPH ZONE	RT 355 @ BEALL AVE	0	0	No	2011	HOND	CRV
11/24/2025	7:51:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	355 @ COLLEGE PKWY	39.19657333	-77.327075	No	2021	HONDA	CIVIC
11/24/2025	7:48:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SENECA MEADOWS PKWY	39.19281	-77.258685	No	2023	TESL	UT
11/24/2025	7:46:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16537733	-77.27284317	No	2016	AUDI	Q5
11/24/2025	7:40:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 51 MPH IN A POSTED 30 MPH ZONE	RT 355 @ BEALL AVE	0	0	No	2016	TOYT	CAMRY
11/24/2025	7:35:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16519733	-77.2730595	No	2022	TOYOTA	COROLLA
11/24/2025	7:35:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE @ TALBOTT ST	39.07434283	-77.13546117	No	2022	SUBARU	OUTBACK
11/24/2025	7:25:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.1663455	-77.2715045	No	2016	CHEVROLET	VOLT
11/24/2025	7:25:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE @ TALBOTT ST	39.0722445	-77.13306433	No	2016	JEEP	WRANGLER
11/24/2025	7:25:00	RECKLESS DRIVING VEH.  BY EXCEEDING POSTED SPEED LIMIT BY 30 MPH AND OVER	495/ RIVER ROAD	39.06943233	-77.16204033	No	2022	TESLA	MODELY
11/24/2025	7:25:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 100 MPH IN A POSTED 55 MPH ZONE	495/ RIVER ROAD	39.06943233	-77.16204033	No	2022	TESLA	MODELY
11/24/2025	7:20:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE @ TEMPLETON PL	39.07141567	-77.13199417	No	2010	HONDA	ACCORD
11/24/2025	7:18:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 30 MPH ZONE	RT 355 @ BEAL LAVE	0	0	No	2022	TOYT	PV
11/24/2025	7:09:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	124/ CLIFF PINE	39.17994	-77.15016667	No	2021	HOND	SD
11/24/2025	7:06:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE @ TEMPLETON PL	39.0714015	-77.13213483	No	2016	TOYOTA	HIGHLANDER
11/24/2025	7:00:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	ROCKVILLE PIKE @ TALBOTT ST	39.0701445	-77.131207	No	2010	HONDA	CIVIC
11/24/2025	6:58:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	124/ CLIFF PINE	39.1798	-77.150455	No	2018	DODG	UT
11/24/2025	6:39:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	124/ CLIFF PINE	39.18079833	-77.15046	No	2021	CHEV	PK
11/24/2025	6:32:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH RD @ KEMP MILL RD	39.06659167	-77.03111083	No	2009	CHEVY	TAHOE
11/24/2025	6:31:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	124/ CLIFF PINE	39.17959333	-77.15036	No	2016	CHEV	CG
11/24/2025	6:27:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 55 MPH IN A POSTED 35 MPH ZONE	MVA @ WALKERS CHOICE RD	0	0	No	2020	HOND	SD
11/24/2025	6:20:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH RD @ KEMP MILL RD	39.06638017	-77.03302517	No	2022	TOYOTA	RAV4
11/24/2025	6:07:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH RD @ KEMP MILL RD	39.06655867	-77.031982	No	2017	HONDA	CIVIC
11/24/2025	6:00:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH RD @ KEMP MILL RD	39.06653167	-77.02963183	No	2011	MERCEDES	S550
11/24/2025	5:48:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH RD @ KEMP MILL RD	39.06619967	-77.033064	No	2010	CHEVY	TAHOE
11/24/2025	0:13:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	CHRISTOPHER AVE / MONTGOMERY VILLAGE AVE	39.1585875	-77.20474383	No	2006	TOYOTA	COROLLA
11/23/2025	22:38:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE	I-270 N @ EXIT 11	39.15468	-77.223352	No	2016	TOYOTA	CAMRY
11/23/2025	22:38:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 90 IN 55	I-270 N @ EXIT 11	39.15468	-77.223352	No	2016	TOYOTA	CAMRY
11/23/2025	16:58:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED	KEY WEST AVENUE AT GREAT SENECA HIGHWAY	39.10306083	-77.20656	No	2018	TESLA	MODEL S
11/23/2025	15:40:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.2102855	-77.38140167	No	2010	MAZDA	SUV
11/23/2025	15:32:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21035683	-77.381404	No	2023	KIA	4D
11/23/2025	15:14:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	BARNESVILLE @ 109	39.220804	-77.36501167	No	2019	FORD	TK
11/23/2025	14:45:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21040983	-77.38136483	No	2019	FORD	TK
11/23/2025	14:39:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21039283	-77.38140183	No	2019	CHEV	TK
11/23/2025	14:28:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	BARNESVILLE @ 109	39.2195015	-77.36351017	No	2009	TOYOTA	4D
11/23/2025	14:19:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	BARNESVILLE @ 109	39.22719117	-77.37094417	No	2014	HONDA	CRV
11/23/2025	13:53:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21045383	-77.381373	No	2015	FORD	4D
11/23/2025	13:15:00	EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH	WOODFIELD RD/LINDBERGH DR	39.164774	-77.15685683	No	2016	LEXS	UT
11/23/2025	11:56:00	FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION	GEORGIA AVE @ HENDERSON AVE	39.050613	-77.05166417	No	2021	NISSAN	ROUGE
11/23/2025	11:07:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.17223733	-77.2618665	No	2021	NISSAN	KICKS
11/23/2025	10:55:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	GREAT SENECA HWY / GROTTO LN	39.159842	-77.27529	No	2009	HOND	CIVIC
11/23/2025	9:49:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.17082733	-77.26126583	No	2016	HONDA	ACCORD
11/23/2025	9:41:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.16637317	-77.27163667	No	2024	RAM	1500
11/23/2025	9:29:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.172552	-77.261786	No	2012	HOND	CIVIC
11/23/2025	9:15:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.17518333	-77.26170683	No	2023	TESL	MODEL X
11/23/2025	8:37:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	GERMANTOWN RD / FATHER HURLEY BLVD	39.16991583	-77.2788915	No	2020	HONDA	ACCORD
11/23/2025	8:26:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / GROTTO LN	39.17171183	-77.26237167	No	2020	HOND	INSIGHT
11/23/2025	8:09:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 69 MPH IN A POSTED 35 MPH ZONE	GREAT SENECA HWY / GROTTO LN	39.170589	-77.2629605	No	2023	TOYT	COROLLA CROSS
11/23/2025	7:58:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY / MATENY RD	39.16769533	-77.26735617	No	2020	HONDA	HRV
11/23/2025	6:14:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 35 MPH ZONE	WILSON DR ON N/B ROCKVILLE PIKE	39.00681433	-77.09750333	No	2022	TOYOTA	COROLLA
11/23/2025	4:20:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	7980 GEORGIA AVE	39.04797833	-76.9927255	No	2016	TOYOTA	CAMRY
11/23/2025	2:30:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	CONNECTICUT AVE / GEORGIA AVE	39.083912	-77.07753667	No	2018	HONDA	ACCORD
11/23/2025	2:26:00	EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH	GEORGIA AVE / RANDOLPH RD	39.05899917	-77.04974633	No	2011	HOND	CIVIC
11/23/2025	2:13:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	ICC/355	39.136507	-77.15215617	No	2008	ACUR	SD
11/23/2025	2:09:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 59 MPH IN A POSTED 30 MPH ZONE	822 ROCKVILLE PIKE	39.0806025	-77.14585967	No	2017	HONDA	CIVIC
11/23/2025	1:05:00	DRIVING VEH. BELOW MINIMUM SPEED LIMIT ON POSTED HWY.	SB 270/ EXIT 4	39.08406583	-77.15350283	No	2017	CHEV	MALI
11/22/2025	23:51:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	MD 187 @ AUBURN AVE	38.98924183	-77.102079	No	2015	NISSAN	2DR
11/22/2025	21:44:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	NB 355 AT N. WASHINGTON ST	0	0	No	2012	HOND	CR-V
11/22/2025	21:43:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 60 MPH IN A POSTED 40 MPH ZONE	FREDERICK RD @ PROFESSIONAL DR	39.192505	-77.244375	No	2021	TOYT	PK
11/22/2025	20:15:00	EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH	EB MD 200/SHADY GROVE RD	39.1363325	-77.1433565	No	2026	TESLA	MODEL Y
11/22/2025	19:56:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	RIVER ROAD AT MAIDENS BOWER DR	39.0633645	-77.2876185	No	2023	HOND	HB
11/22/2025	18:00:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	CONNECTICUT AVE @ MANOR RD	38.99612836	-77.07708702	No	2023	HYUNDAI	TUCSON
11/22/2025	15:24:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	DAWSON FARM RD @ GREAT SENECA HWY	39.167254	-77.27104636	No	2023	FENGYUAN	UNKNOWN
11/22/2025	12:04:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	ARLINGTON RD @ ELM ST	38.98206336	-77.09847388	No	2019	NISSAN	ROGUE
11/22/2025	11:59:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE	270 N/ ROCKLEDGE DR	0	0	No	2025	HONDA	CIVIC
11/22/2025	11:52:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	270S/EXIT 12	39.15939217	-77.22967767	No	2025	MAZDA	SD
11/22/2025	11:47:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE	270 N/ SHADY GROVE RD	0	0	No	2015	NISSAN	MURANO
